,date,tmp0,title,tmp,tmp2,location,tmp23,tmp3,tmp34,tmp4,org_size,org_size_bucket,salary,tmp5,tmp6,experience,tmp7,tmp8,industry,tmp9,comments,tmp10,title_categories
315,9/20/2020 9:21:18,Title:,Software Engineer,Title:Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,135.0,Salary:$135K,Experience:,3.0,Experience:3,Industry:,Software,Industry:Software,Google L3,"~$35K in stock, target $20K bonus",General Engineering
316,9/20/2020 17:08:54,Title:,Front End Web Developer,Title:Front End Web Developer,Where:,ann arbor,"Where:Ann Arbor, MI",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,"Salary:$130,000 USD",Experience:,10.0,Experience:10,Industry:,Pizza,Industry:Pizza,"My job is contact to hire and I'm currently paid hourly as a contractor at a rate of $63/hour. My impression is the salary conversion if I get hired in might be less because I'll get things like PTO. As a contractor, time off is unpaid. My hourly rate reflects this.",None,Front End
317,9/19/2020 21:25:52,Title:,Tools & Automation Engineer,Title:Tools & Automation Engineer,Where:,cupertino,"Where:Cupertino, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,125.0,Salary:$125K,Experience:,0.0,Experience:0,Industry:,Technology,Industry:Technology,,"$90K RSU (vested over 4 years), $20K Bonus",Ops and Security
318,9/11/2020 23:22:21,Title:,iOS/watchOS Engineer,Title:iOS/watchOS Engineer,Where:,nashville,"Where:Nashville, TN",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,100000.0,"Salary:$100,000 with 20% performance bonus (up to $20k)",Experience:,,,,,,,,Mobile
319,9/19/2020 12:00:27,Title:,macOS System Engineer,Title:macOS System Engineer,Where:,amsterdam,"Where:Amsterdam, North Holland",No,Org Size:,> 5000,Org Size:> 5000,Salary:,3000.0,Salary:~€3000pm,Experience:,1.0,Experience:1,Industry:,Education,Industry:Education,"Educational discounts on software, work computer (value: ~€3000), possibility for work phone and certifications",Annual bonus equivalent to ~8% of my annual salary,Ops and Security
321,9/21/2020 13:54:42,Title:,Senior Engineer,Title:Senior Engineer,Where:,burlington,"Where:Burlington, Vermont",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,110000.0,"Salary:USD$110,000",Experience:,24.0,Experience:24,Industry:,Sales enablement,Industry:Sales enablement,,Stocks,General Engineering
322,9/22/2020 4:41:30,Title:,Frontend Developer,Title:Frontend Developer,Where:,baden,"Where:Baden, Argau, Switzerland",No,Org Size:,> 5000,Org Size:> 5000,Salary:,104.0,Salary:CHF 104.160 per year,Experience:,16.0,Experience:16,Industry:,Digital Transformation,Industry:Digital Transformation,,Up to 8680 bonus based on performance,Front End
323,9/21/2020 21:21:01,Title:,Senior Site Reliability Engineer,Title:Senior Site Reliability Engineer,Where:,toronto,Where:Toronto,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,170000.0,Salary:CAD $170k,Experience:,21.0,Experience:21,Industry:,Software/SaaS,Industry:Software/SaaS,Cis able white male,"Hiring bonus, options, ESPP, quarterly bonus tied to company performance",General Engineering
324,9/21/2020 9:28:50,Title:,software engineer,Title:software engineer,Where:,stockholm,"Where:Stockholm, Sweden",No,Org Size:,11- 50,Org Size:11- 50,Salary:,75000.0,Salary:ca 75000 SEK monthly with bonus (59k w/o),Experience:,15.0,Experience:15,Industry:,Telecom,Industry:Telecom,Free lunch,both,General Engineering
325,9/24/2020 23:40:51,Title:,Data Engineer,Title:Data Engineer,Where:,richmond,"Where:Richmond, Virginia",No,Org Size:,> 5000,Org Size:> 5000,Salary:,85000.0,Salary:85000 USD,Experience:,3.0,Experience:3,Industry:,Healthcare,Industry:Healthcare,,,Data
326,9/22/2020 3:07:53,Title:,Sr Software Engineer (SRE),Title:Sr Software Engineer (SRE),Where:,berlin,"Where:Berlin, Germany",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,73000.0,Salary:73000 (EUR),Experience:,6.0,Experience:6,Industry:,Fintech,Industry:Fintech,,,General Engineering
327,9/26/2020 7:44:08,Title:,Junior developer,Title:Junior developer,Where:,vancouver,"Where:Vancouver,BC",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,65000.0,Salary:65k,Experience:,0.0,Experience:0,Industry:,Technology,Industry:Technology,,No,General Engineering
328,9/22/2020 11:51:02,Title:,Front-End Developer,Title:Front-End Developer,Where:,toronto,Where:Toronto,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,60000.0,Salary:60k,Experience:,1.0,Experience:1,Industry:,saas products.,Industry:saas products.,,No,Front End
329,9/24/2020 8:39:52,Title:,Support Developer,Title:Support Developer,Where:,philadelphia,"Where:Philadelphia, PA",No,Org Size:,11- 50,Org Size:11- 50,Salary:,60000.0,Salary:60k,Experience:,1.0,Experience:1,Industry:,Web services,Industry:Web services,First job out of bootcamp,No,Support
330,9/22/2020 11:45:57,Title:,Web Developer,Title:Web Developer,Where:,toronto,Where:Toronto,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,60000.0,"Salary:60,000 (CAD)",Experience:,1.0,Experience:1,Industry:,Marketing,Industry:Marketing,,,Full Stack
331,9/21/2020 0:00:54,Title:,Senior software Engineer,Title:Senior software Engineer,Where:,bangalore,Where:Bangalore,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,54000.0,Salary:54000$ pa,Experience:,10.0,Experience:10,Industry:,Finance,Industry:Finance,Yes,Yes,General Engineering
332,9/21/2020 2:24:25,Title:,Software engineer iii,Title:Software engineer iii,Where:,london,Where:London,No,Org Size:,> 5000,Org Size:> 5000,Salary:,42.0,"Salary:42, 000",Experience:,3.0,Experience:3,Industry:,Research,Industry:Research,,7% bonus,General Engineering
333,9/23/2020 18:32:16,Title:,Software developer,Title:Software developer,Where:,maharashtra,"Where:Maharashtra, India",No,Org Size:,> 5000,Org Size:> 5000,Salary:,3.0,Salary:3.89 Lacs/per year (5249$),Experience:,2.0,Experience:2.5,Industry:,IT Services,Industry:IT Services,I feel Indians are lagging with the Salary as compared to the International standards.,Nope,General Engineering
334,9/22/2020 4:09:46,Title:,senior security program manager,Title:senior security program manager,Where:,seattle wa,Where:seattle wa,No,Org Size:,> 5000,Org Size:> 5000,Salary:,290.0,Salary:290K,Experience:,5.0,Experience:5,Industry:,tech,Industry:tech,for the salary question i provided my total comp with signon and stock vesting.,"~300k in stock at current price, 90k sign on bonus year one, 60k sign on bonus year two",Ops and Security
335,9/21/2020 14:16:37,Title:,Software Engineer,Title:Software Engineer,Where:,austin,"Where:Austin, TX",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,200000.0,Salary:200k/year,Experience:,12.0,Experience:12,Industry:,Social Network,Industry:Social Network,total comp 460k,260k/year,General Engineering
336,9/23/2020 23:34:34,Title:,Sr System Engineer,Title:Sr System Engineer,Where:,new delhi india,Where:New Delhi (India),No,Org Size:,> 5000,Org Size:> 5000,Salary:,2.0,Salary:2.8 LPA (Rs),Experience:,3.0,Experience:3,Industry:,IT Industry,Industry:IT Industry,"I am frustrated just because of my salary. I am unable to live a normal happy life because of it. 
I am working for a Fortune 500 Company.
I am an underpaid engineer.",No,Ops and Security
337,9/23/2020 23:46:26,Title:,Sr Developer Advocate,Title:Sr Developer Advocate,Where:,nyc,Where:NYC,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160k base,Experience:,3.0,Experience:3,Industry:,Tech,Industry:Tech,AWS,100k stock,General Engineering
338,9/21/2020 15:16:03,Title:,Sr. SWE,Title:Sr. SWE,Where:,los angeles,Where:Los Angeles,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160.0,Salary:160K,Experience:,8.0,Experience:8,Industry:,E-Commerce,Industry:E-Commerce,,Options,Unknown
339,9/22/2020 9:01:12,Title:,Senior Backend Engineer,Title:Senior Backend Engineer,Where:,st paul,"Where:St. Paul, Minnesota",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,144000.0,Salary:144000 usd,Experience:,10.0,Experience:10,Industry:,Development infrastructure,Industry:Development infrastructure,,yes,Back End
340,9/22/2020 5:43:09,Title:,Head of ITSM Japan,Title:Head of ITSM Japan,Where:,tokyo japan,Where:Tokyo Japan,No,Org Size:,> 5000,Org Size:> 5000,Salary:,141509.0,"Salary:141,509.00 USD",Experience:,23.0,Experience:23,Industry:,Insurance,Industry:Insurance,Bilingual (JPN<>ENG),No,Management and Leadership
341,9/20/2020 20:06:09,Title:,Software Architect,Title:Software Architect,Where:,washington,"Where:Washington, DC",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,140000.0,"Salary:140,000 USD",Experience:,10.0,Experience:10,Industry:,Financial software,Industry:Financial software,,"Bonus, ~10k",Management and Leadership
342,9/21/2020 13:30:31,Title:,Product Designer,Title:Product Designer,Where:,new york,"Where:New York, NY",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,138800.0,"Salary:138,800 (+10% bonus)",Experience:,6.0,Experience:6,Industry:,Fintech,Industry:Fintech,,15.8k shares (private company),UX and Design
343,9/22/2020 11:51:06,Title:,Software Engineer,Title:Software Engineer,Where:,quispamsis,"Where:Quispamsis, NB, Canada",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,125000.0,Salary:125000 USD yearly,Experience:,10.0,Experience:10,Industry:,Data Marketplace,Industry:Data Marketplace,"This role was the largest pay jump of my career. As a Canadian, this works out to be about double my last wage.",0.20% ISOs (Stock),General Engineering
344,9/21/2020 11:08:29,Title:,iOS Developer,Title:iOS Developer,Where:,boston,"Where:Boston, MA",No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,120000.0,Salary:120000/yr,Experience:,8.0,Experience:8,Industry:,Health tech,Industry:Health tech,,Incentive units (~1% of company),Mobile
345,9/24/2020 5:51:06,Title:,Senior Test Engineer,Title:Senior Test Engineer,Where:,chennai,Where:Chennai,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,12.0,Salary:12 LPA,Experience:,5.0,Experience:5.7,Industry:,Ecom,Industry:Ecom,,No,QA and Testing
346,9/22/2020 11:45:47,Title:,Senior Consultant,Title:Senior Consultant,Where:,bangalore,"Where:Bangalore, India",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,30000.0,Salary:$30k or 20 lakh in rs,Experience:,7.0,Experience:7,Industry:,Its consulting company,Industry:Its consulting company,,Nope,Unknown
347,9/20/2020 22:10:12,Title:,Senior software engineer,Title:Senior software engineer,Where:,new york,"Where:New York, NY",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,145000.0,"Salary:$145,000 (freelance, before taxes)",Experience:,8.0,Experience:8,Industry:,Business to business software,Industry:Business to business software,,"$10,000 per year on a normal year",General Engineering
348,9/21/2020 20:58:41,Title:,Senior Controls System Engineer,Title:Senior Controls System Engineer,Where:,houston,"Where:Houston, Texas",No,Org Size:,> 5000,Org Size:> 5000,Salary:,120.0,Salary:$120/hr (1099),Experience:,0.0,Experience:0,Industry:,Oil and Gas,Industry:Oil and Gas,Not IT but Oil and Gas,,Ops and Security
349,9/21/2020 13:05:26,Title:,Senior iOS engineer,Title:Senior iOS engineer,Where:,stockholm,"Where:Stockholm, Sweden",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,65000.0,Salary:~$65k / year (before tax),Experience:,15.0,Experience:15,Industry:,IT,Industry:IT,Converting from Sek to $ has some margin of error.,/,Mobile
350,9/21/2020 11:38:12,Title:,Principal Developer,Title:Principal Developer,Where:,seattle,"Where:Seattle, Wa",No,Org Size:,> 5000,Org Size:> 5000,Salary:,234000.0,Salary:234000,Experience:,22.0,Experience:22,Industry:,Software dev for everything,Industry:Software dev for everything,,"this year - 30k bonus, 30k stock",General Engineering
351,9/20/2020 22:08:29,Title:,Engineering Manager,Title:Engineering Manager,Where:,atlanta,"Where:Atlanta,GA",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,201000.0,Salary:201000,Experience:,10.0,Experience:10,Industry:,SaaS,Industry:SaaS,,"180,000",Management and Leadership
352,9/20/2020 20:07:28,Title:,Software Engineer II,Title:Software Engineer II,Where:,san francisco,"Where:San Francisco, California",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,200000.0,Salary:200000,Experience:,4.0,Experience:4,Industry:,Ridesharing,Industry:Ridesharing,,no,General Engineering
353,9/22/2020 12:08:26,Title:,Staff Software Engineer,Title:Staff Software Engineer,Where:,sunnyvale,"Where:Sunnyvale, CA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,195000.0,Salary:195000,Experience:,7.0,Experience:7,Industry:,Tech / Social Media,Industry:Tech / Social Media,,"Bonus: ~$30,000, Stock: ~$250,000 Annually",General Engineering
354,9/20/2020 23:25:28,Title:,Sr Software Engineer,Title:Sr Software Engineer,Where:,san jose,Where:San Jose,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,185000.0,Salary:185000,Experience:,12.0,Experience:12,Industry:,Software Products,Industry:Software Products,0,0,General Engineering
355,9/21/2020 18:56:31,Title:,Principal Engineer,Title:Principal Engineer,Where:,uk,Where:UK,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,185000.0,Salary:185000,Experience:,10.0,Experience:10,Industry:,Sales,Industry:Sales,,"20% bonus, stock refresh every couple of years that is equivalent to 50% of annual base that year",General Engineering
356,9/22/2020 12:53:13,Title:,Sr Product Manager,Title:Sr Product Manager,Where:,chicago,"Where:Chicago, IL",No,Org Size:,11- 50,Org Size:11- 50,Salary:,180000.0,Salary:180000,Experience:,10.0,Experience:10,Industry:,Staffing,Industry:Staffing,I negotiated hard for this. Original offer was 150000,No,Management and Leadership
357,9/20/2020 20:06:57,Title:,Software Engineer,Title:Software Engineer,Where:,san francisco,Where:San Francisco,No,Org Size:,11- 50,Org Size:11- 50,Salary:,175000.0,Salary:175000,Experience:,4.0,Experience:4,Industry:,AI,Industry:AI,,33000,General Engineering
358,9/21/2020 14:23:10,Title:,Cloud Architect,Title:Cloud Architect,Where:,san jose,"Where:San Jose, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,175000.0,Salary:175000,Experience:,7.0,Experience:7,Industry:,Tech,Industry:Tech,,35k stock - 50k bonus,Management and Leadership
359,9/24/2020 22:06:44,Title:,Data Visualization Engineer,Title:Data Visualization Engineer,Where:,arlington,"Where:Arlington, VA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,175000.0,Salary:175000,Experience:,10.0,Experience:10,Industry:,Cyber security,Industry:Cyber security,,,Data
360,9/24/2020 11:32:30,Title:,Data Scientist,Title:Data Scientist,Where:,san francisco,Where:San Francisco,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,173000.0,Salary:173000,Experience:,9.0,Experience:9,Industry:,Social Media,Industry:Social Media,,"15+% bonus, ~$100k stock grant/year",Data
361,9/21/2020 11:20:06,Title:,Director of Product,Title:Director of Product,Where:,columbus,"Where:Columbus, OH",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,165000.0,Salary:165000,Experience:,22.0,Experience:22,Industry:,SaaS,Industry:SaaS,,No,Management and Leadership
362,9/23/2020 17:46:59,Title:,Sr Security Engineer,Title:Sr Security Engineer,Where:,san diego,"Where:San Diego, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,165000.0,Salary:165000,Experience:,20.0,Experience:20,Industry:,Information,Industry:Information,Holidays/days off taken as needed. They wrok around my need for at least 5 weeks off annually. Working hours can be as flexible as needed as long as I'm usually available during specific times for meetings,"30k stock, 10% of salary as annual bonus, 80k sign-on bonus if I stay 2 years",Ops and Security
363,9/23/2020 19:20:14,Title:,Senior software engineer,Title:Senior software engineer,Where:,philadelphia,"Where:Philadelphia, PA",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,165000.0,Salary:165000,Experience:,6.0,Experience:6,Industry:,Cloud,Industry:Cloud,,,General Engineering
364,9/20/2020 23:29:54,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,albany,"Where:Albany, NY",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,162000.0,Salary:162000,Experience:,10.0,Experience:10,Industry:,Media,Industry:Media,,,General Engineering
365,9/22/2020 12:06:27,Title:,Tech Lead,Title:Tech Lead,Where:,detroit,"Where:Detroit, MI",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160000,Experience:,20.0,Experience:20,Industry:,Government,Industry:Government,,,General Engineering
366,9/20/2020 21:51:20,Title:,Director of Mobile Engineering,Title:Director of Mobile Engineering,Where:,orlando,"Where:Orlando, FL",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,155000.0,Salary:155000,Experience:,18.0,Experience:18,Industry:,Machine learning and computer vision,Industry:Machine learning and computer vision,,40000,Mobile
367,9/20/2020 21:57:40,Title:,Security Software Engineer,Title:Security Software Engineer,Where:,seattle,"Where:Seattle, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,150000.0,Salary:150000,Experience:,6.0,Experience:6,Industry:,Tech,Industry:Tech,,Both,Ops and Security
368,9/20/2020 22:28:38,Title:,Principal Software Engineer,Title:Principal Software Engineer,Where:,indianpolis,"Where:Indianpolis, IN",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,150000.0,Salary:150000,Experience:,9.0,Experience:9,Industry:,"Medical - dental, insurance","Industry:Medical - dental, insurance",,No,General Engineering
369,9/20/2020 23:10:21,Title:,Business Systems Manager,Title:Business Systems Manager,Where:,los angeles,Where:Los Angeles,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,150000.0,Salary:150000,Experience:,12.0,Experience:12,Industry:,Food and Beverage,Industry:Food and Beverage,,,Ops and Security
370,9/23/2020 16:50:53,Title:,Sr. Software Engineer / Architect,Title:Sr. Software Engineer / Architect,Where:,new york city,Where:New York City,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,150000.0,Salary:150000,Experience:,9.0,Experience:9,Industry:,3D Printing,Industry:3D Printing,,Incentive Based Bonuses and Stock Options,Management and Leadership
371,9/21/2020 11:31:06,Title:,"VP, Platform Engineering","Title:VP, Platform Engineering",Where:,chicago,"Where:Chicago, IL",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,147500.0,Salary:147500,Experience:,12.0,Experience:12,Industry:,IoT,Industry:IoT,"Previous roles within company:
Full Stack Engineer - $85,000
Platform Engineer - $125,000",3% equity (pre-dilution),Management and Leadership
