Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
12/6/2020 21:13:40,Enterprise Architect,"Greater PhilAdelphia, PA",Yes,> 5000,"$175,000",25,Life Sciences,,$45000 - average combined per year
12/6/2020 21:15:16,Design manager,"New York, NY",No,51 - 500,"$150,000",5,Technology,,"Bonuses are rare. Yes to equity, but it’s only relevant in an acquisition."
12/6/2020 21:18:25,Product Manager,"San Francisco, CA",No,> 5000,"$188,000/yr",6,Tech,,"$115,000/yr"
12/6/2020 21:20:15,Head of Data,"San Francisco, CA",No,1001 - 5000,185000,6,Entertainment,,350000 (varies dramatically w share price)
12/6/2020 21:20:33,Senior Software Engineer,"Washington, DC",No,1001 - 5000,120K,4.5,Media,,Sign-on bonus
12/6/2020 21:20:43,Senior Digital Strategist ,Washington DC,Yes,501 - 1000,100000,12,SaaS digital solutions for government,,Up to $10K yearly bonus
12/6/2020 21:21:38,Software Engineer,"New York, NY",No,11- 50,150000,7,HR Tech,,no
12/6/2020 21:21:46,Software Engineer,"Boston, MA",No,1001 - 5000,150000,3,Social media,"TC: $240,000","68k / yr in stock, 22.5k annual bonus"
12/6/2020 21:22:10,ERP Consultant,"Atlanta, GA",No,11- 50,"108,000",2,Manufacturing,,No
12/6/2020 21:23:09,Data Analyst,"Atlanta,GA ",No,> 5000,67000,1,Banking,"I work at a consultant company my client is in TX, I do not get paid TX $$. ","$10k, but none this year due to covid"
12/6/2020 21:23:34,Sales Strategy,San Francisco,No,51 - 500,200000,4,Security ,,Yes
12/6/2020 21:24:49,Senior Engineer,"Vancouver, BC",Yes,11- 50,145000USD,5,Fullfillment,,Yes
12/6/2020 21:27:10,Product Engineer ,Iowa City,No,51 - 500,65000,2,Biotech,,Yes
12/6/2020 21:27:13,Principal Program Manager,"Seattle, WA",No,> 5000,135000,3,Cloud/Tech,,90k/4years
12/6/2020 21:27:39,Principal Software Engineer,"Miami, FL",No,> 5000,123000,18,telecommunications,,yes
12/6/2020 21:27:41,Developer Experience ,San Francisco ,No,1001 - 5000,205000,20,PaaS,,10% cash 
12/6/2020 21:30:35,Social Media Specialist,"San Francisco, Calif",No,> 5000,100K,15,High Tech,"Would love to see more roles diversity of ""social media"" roles and their associated salaries in the Bay Area. Many thanks for putting this together. Appreciate you.",0
12/6/2020 21:33:13,Frontend Developer,"Pittsburgh, PA",Yes,0 - 10,"100,000",4,Information security,,Stocks
12/6/2020 21:34:10,Software Development Engineer 2,New York City,No,> 5000,"175,000",5,Internet,,"Sign on bonus, or RSUs, to make total comp ~275k"
12/6/2020 21:35:17,Consultant Manager,"Rosslyn, Va",No,> 5000,"140,000",5,Consulting ,,Bonus 
12/6/2020 21:38:58,Senior Web Developer,"Orlando,FL",No,11- 50,"105,000",8,Insurance ,,No
12/6/2020 21:39:52,Senior product designer,"San Francisco, CA",No,> 5000,"170,000",3,Media,,"70,000 in stock over 3 years, 10k signing bonus, 10% annual salary bonus"
12/6/2020 21:40:14,Regional Director of Sales,"San Francisco, CA",No,1001 - 5000,340000,7,SaaS,"50/50 split on OTE, re: commission ",Stock
12/6/2020 21:41:32,Backend Software Engineer,New York City,No,11- 50,150000,5,Consumer Tech,,"41,000 units of options worth who knows what"
12/6/2020 21:41:50,Software engineer,New York. Ny ,Yes,11- 50,180000,10,Healthcare,,
12/6/2020 21:45:39,Control Systems Engineer,"Columbus, Indiana",No,> 5000,100000,8,Automotive,,
12/6/2020 21:45:46,Senior Consultant - Data Science,"Sydney, Australia",No,501 - 1000,"120,000 (AUD)",5,Consulting,"Straya!  Just gonna give a description if “consultant” is vague.
I mostly do analytics architecture type roles, data engineering pipelines and patterns, with a few “traditional data science” projects here or there.
So previous skills were :
SQL, Visualization, bit of ML (python , r)

Now it’s:
GCP, AWS, Azure ecosystem solutioning
ML pipelines and integration into data 
CI/CD practices for data and model management
",No
12/6/2020 21:45:55,Engineering lead,New york,Yes,1001 - 5000,155000,5,Media,,Bonus ~10%
12/6/2020 21:47:58,Staff Software Engineer,Rural New York,Yes,> 5000,215000,12,Consumer electronics,,250000
12/6/2020 21:48:13,Information Security Engineer,"Seattle, WA",No,> 5000,"144,000",3,FAANG,,"300,000 / 4 years"
12/6/2020 21:52:19,Engineering Manager,Seattle,No,1001 - 5000,"300,000 total compensation",15,SaaS,"Stock and bonus make up about 1/3 of TC, but in a good year can be more than half.","Yes, both"
12/6/2020 21:52:58,Senior Software Developer ,Montreal (Canada),No,1001 - 5000,"140,000 CAD",10,Hospitality ,,Stocks
12/6/2020 21:53:46,Product Manager,Toronto,No,51 - 500,100k,5,Cybersecurity,"Recently transitioned from software engineering, with same salary",N/A
12/6/2020 21:54:27,Engineering manager,"Phoenix, AZ",No,> 5000,"$145,000",20,Insurance,,10% bonus
12/6/2020 21:56:14,Software Engineer,Seattle WA,No,11- 50,"126,000",2,SaaS,I'm a bootcamp grad and a single mom,8% bonus and a bit of equity
12/6/2020 21:56:23,Senior Software Engineer,"Toronto, ON Canada",No,51 - 500,125000,5,Marketing/partnerships,,Both
12/6/2020 21:56:28,Principal Product Manager,"Seattle, WA",Yes,51 - 500,180000,4,Finance,,"Yeah, but pre-IPO"
12/6/2020 21:57:12,Lead UX Designer,"New York, NY",No,> 5000,"$143,000",8,Technology / e-commerce,,"~ $50K bonus annually, ~$240K in RSUs (annual 1/4 vesting )"
12/6/2020 21:59:44,Full stack developer,"Portland, OR",No,> 5000,$85k per year,3,Vehicle manufacturing ,No PTO,No
12/6/2020 22:03:04,BI Data Analyst ,San Mateo CA,No,1001 - 5000,"80,000 base",1,Enterprise / Self Serve Software ,,"15% bonus, 2000 RSUs / 4 yrs"
12/6/2020 22:03:29,Senior software engineer,"Lindon, Utah",No,501 - 1000,"$112,000",15,SAAS,"Backend dev, coding in PHP",11000 bonus
12/6/2020 22:05:43,UX designer ,"Seattle, WA",No,11- 50,"70,000",2,Design & Tech,,None
12/6/2020 22:10:27,"Senior Director, Thought Leadership Marketing",New York Coty,No,1001 - 5000,"$175,000",10,Advertising technology,I was laid off in August,25% of salary paid quarterly
12/6/2020 22:11:04,Backend Software Engineer,San Francisco,No,51 - 500,"$135,000.00",2,Mental Health/Employee Benefits,No CS degree. Went to bootcamp. Female. ,"Yes, 10K shares. Company is privately held. 10k sign-on bonus "
12/6/2020 22:16:37,Technology Architect,Arlington Virginia,No,51 - 500,186000,13,Technology,,25% of base salary as bonus for hitting metrics
12/6/2020 22:18:26,Product Manager,"Reno, Nevada",Yes,11- 50,"68,000",5,SaaS - Sales Enablement / L&D,I worked my way up to PM and have been one for a year and a half. ,0.25%
12/6/2020 22:19:53,Software Engineer ,"Kuala Lumpur, Malaysia ",No,51 - 500,"24,156",3.5,Software apps and support ,"International perspective. Sorry if u wanted only US figures. 

Company hq is based in palo alto though",1 extra monthly salary 
12/6/2020 22:21:04,Software Engineer,"Boulder, CO",No,11- 50,87000,3,IoT,,Yes
12/6/2020 22:21:57,Software Engineer,NYC,No,> 5000,110K,2,Finance,,Yes undisclosed bonus TBD Jan 2021 (estimated upwards ~20K)
12/6/2020 22:22:10,Software Engineer III,Dallas,Yes,> 5000,120000,8,"Collaboration, enterprise",,5000
12/6/2020 22:22:32,Lead Developer,"Spring Lake, MI",Yes,11- 50,70000,5,Non-profit,,End of year bonus
12/6/2020 22:22:38,Quality assurance,Phoenix arizona,Yes,51 - 500,42000,6,Tech,No,No
12/6/2020 22:23:37,Software developer II,"Raleigh, NC",No,1001 - 5000,"80,000",3,Communications,100% health coverage for all dependents including spouse,
12/6/2020 22:23:40,Senior Staff Software Engineer,"Cleveland, Ohio",Yes,51 - 500,"$150,000",11,Computer Software,,7.5% bonus and stock options
12/6/2020 22:24:28,Product Manager,"Hudson Valley, New York",No,> 5000,185000,22,Enterprise Computing,,0
12/6/2020 22:24:40,Engineering manager,"Grand Rapids, MI",Yes,51 - 500,"$165,000",16,Marketing,,Yes
12/6/2020 22:26:15,Design Lead,"Philadelphia, PA",No,> 5000,"115,000",3,Enterprise Software,,
12/6/2020 22:30:38,Head of Community ,"Brooklyn, NY",Yes,0 - 10,"135,000",4,Tech ,No,No
12/6/2020 22:31:30,Senior Marketing Manager,"Brooklyn, NY",No,51 - 500,"95,000",2,Tech / crowdfunding,No,No
12/6/2020 22:33:55,Software Engineer III,"Charlotte, NC",No,> 5000,"140,000",20,Financial Services,,Yes to both
12/6/2020 22:33:55,Senior Engineering Manager,Minneapolis Minnesota ,No,51 - 500,"150,000",12,Software,,10% Annual merit bonus
12/6/2020 22:35:13,Security Engineer ,"Menlo Park, CA",No,1001 - 5000,135000,0,Tech,,50000/year
12/6/2020 22:36:32,Senior Engineer,San Francisco,Yes,> 5000,170000,10,Commerce ,,
12/6/2020 22:38:15,VP Eng,"SF, CA",Yes,51 - 500,380000,25,Social,I recently took a big base bump and lost “potential” bonus but potential is more scary ,Equity that’s worth something but hard to quantify. $2M after four years?
12/6/2020 22:39:38,Front End Developer,Jacksonville Florida,Yes,51 - 500,125000,4,Healthcare,,10000
12/6/2020 22:41:17,Senior UX Researcher,"SF Bay Area, CA",No,> 5000,"180,000",7,Tech,,Yes
12/6/2020 22:42:24,Software Developer Senior,"Dayton, Ohio",No,> 5000,"90,000",7,Banking,Normally I’m remote Tuesday-Thursday and in the office on Mondays and Fridays.,Yes
12/6/2020 22:44:02,Software Developer,"Reno, NV",No,> 5000,"156,000",8,Software,,"2,000"
12/6/2020 22:44:04,UX Design Manager,"Seattle, WA",No,1001 - 5000,"$135,000",7,Software,,"15% bonus, RSUs"
12/6/2020 22:44:14,Senior Product Manager,"San Jose, CA",No,> 5000,"190,000",6,Payments,,"110,000"
12/6/2020 22:44:37,Mid Level Full Stack Engineer,Chicago IL,Yes,11- 50,"$85,000",3,Agency ,,No
12/6/2020 22:45:39,Information Security Analyst (SOC-L2),"Boise, ID",No,> 5000,70000,2,Semiconductor ,,Yes. 7% bonus.
12/6/2020 22:45:44,Backend Developer,Istanbul Turkey,Yes,11- 50,54000,4,Tech - Fitness,Company is in Michigan and pay is adjusted to location,
12/6/2020 22:48:31,Senior Cybersecurity analyst,Richland wa,No,> 5000,154000,30,Government research,This is a research job so there’s a ton of continuous changing technology,No
12/6/2020 22:51:32,Sr Analyst,"Indianapolis,Indiana",Yes,> 5000,80000,3,Pharmaceutical,,None
12/6/2020 22:54:27,Senior software engineer,"San Francisco, CA",No,1001 - 5000,"216,000",7,Hospitality,,Both
12/6/2020 22:55:23,Software Developer Engineer II,"Seattle, WA",No,> 5000,144000,1.5,cloud services ,,"39,000"
12/6/2020 22:55:44,Head of Customer Experience ,"Kelowna, BC, Canada",Yes,51 - 500,"160,000",8,SaaS,,Both. 50k in bonus and accrued approx 1% in vested options
12/6/2020 22:57:58,Programmer Analyst ,"Rockville, MD",No,> 5000,"70,000",1,Military Contracting ,Recent graduate ,
12/6/2020 22:58:30,Principal software engineer,"Mission, KS",Yes,51 - 500,172000,10,Logistics,,Stock option grant. Annual perf bonus
12/6/2020 22:58:36,Senior Software Engineer,Los Angeles,Yes,11- 50,160000,13,E-Commerce,,
12/6/2020 22:59:03,Client Engineer,"Los Angeles, CA",No,1001 - 5000,"$115,000",10,Social Media,,Yes.
12/6/2020 23:05:02,software engineer,"oakland, california",No,1001 - 5000,"150,000",2,transportation,,"60,000"
12/6/2020 23:06:18,Director Of Engineering,"Potomac, MD",Yes,11- 50,175000,15,Education,,1%
12/6/2020 23:06:35,Marketing Campaign Manager,"Toronto, Canada",No,51 - 500,$77500 CAD,4,Tech,,Yes
12/6/2020 23:10:40,Senior Software Engineer I,"Cincinnati, OH",Yes,1001 - 5000,154000,3,Auto,,Bonuses
12/6/2020 23:11:08,Data Analyst,"Sunnyvale, CA",No,> 5000,160000,20,Hardware/Software,"Publicly traded company with valuable stock, so I'm calculating it essentially as cash in the stock/bonus section","Both performance-based, but given vesting schedules, etc., off the top of my head an extra 40k-50k a year"
12/6/2020 23:13:46,Engineering Manager,"Austin, TX",No,501 - 1000,151,15,Media ,,No
12/6/2020 23:15:12,Software Engineer,"Oakland, CA",No,11- 50,"$155,000/year",10,Health tech,,yes but I forgot how much. 1%?
12/6/2020 23:27:26,Api engineer,"Oakland, CA",No,11- 50,"180,000",14,Documentation tooling,,Company stock
12/6/2020 23:28:03,Software Integration Engineer,"Portland, OR",No,51 - 500,110000,3,Formal Verification,My salary is open as is all others in the company and they are based on averages for the position + location and are reevaluated yearly.,ESOP and company performance bonus that is equal for all employees. ~5k or so?
12/6/2020 23:30:04,Software Engineering Consultant,"ellicott city, MD",Yes,51 - 500,143000,4,government contracting,,yes
12/6/2020 23:30:44,Sr SDE,"Austin, TX",No,> 5000,156k,16,Retail,stock goes brrrrrRr,"750k stock, 320k bonus on hire"
12/6/2020 23:34:11,Senior Engineer,Toronto,Yes,> 5000,130000,10,Retail,,125000
12/6/2020 23:36:49,Product Developer,"Houston,TX",No,1001 - 5000,"44,000",1,Construction ,,0
12/6/2020 23:38:11,Product Manager,"Menlo Park, CA",No,> 5000,"$227,000 base",16,Social Media,Female.  ,"20% annual bonus.  $350K stock, but includes appreciation over 4 years.  "
12/6/2020 23:41:40,Team Lead,"New York, NY",No,1001 - 5000,"105,000",1,cloud monitoring,,50K
12/6/2020 23:42:08,Staff Engineer,"Berkeley, CA",Yes,1001 - 5000,"~$210,000",8,"Tech, marketing",The company is not based in California or New York.,No
12/6/2020 23:43:30,Network Administrator,"Los Angeles, CA",No,0 - 10,170000,24,Blockchain,,Yes
12/6/2020 23:45:39,Senior Financial Analyst,"Seattle, WA",No,> 5000,165000,2,Tech,,Included in total comp.
12/6/2020 23:46:23,Product Manager,"San Francisco, CA",No,11- 50,"140,000",3,Finance,,Stock
12/6/2020 23:52:04,Senior Security Consultant,"Raleigh, NC",Yes,501 - 1000,13000,5,Security,,Yes
12/6/2020 23:52:20,Software Engineer,"New York, New York ",Yes,51 - 500,"115,000",4.5,Finance,,"7,000"
12/6/2020 23:52:34,ERP Programmer,"San Antonio, TX",No,> 5000,"78,000",17,Education ,PeopleSoft Developer,None
12/6/2020 23:53:26,Senior product designer,"San Francisco, CA",No,> 5000,"183,000",9,Fintech,RSUs are what the stock/bonus is comprised of,"400,000/year at today’s stock price"
12/6/2020 23:58:00,Senior Software Engineer,"Mountain View, CA",No,> 5000,182000,8,Consumer Electronics,,160000/year in RSUs
12/7/2020 0:00:04,Developer ,"Chennai, Tamilnadu",No,> 5000,10000,1.5,SaaS,,
12/7/2020 0:04:21,Sr. Software Developer,"Sacramento, CA",No,11- 50,"$96,000 USD",5,Professional Services,,~$4000 USD
12/7/2020 0:04:29,Data Scientist,"Washington, DC",No,> 5000,"79,000",2,Consulting,,No
12/7/2020 0:05:51,Sr. Software Engineer,"Greenville, SC",No,> 5000,"115,000",5,Healthcare,,"$10,000"
12/7/2020 0:10:00,Senior Security Engineer,"San Diego, CA",No,> 5000,"185,000",28,Utilities (Gas and Electric),"This is a contractor position, hourly, only medical/dental are included. Everything else including PTO is at my cost. ",No
12/7/2020 0:12:56,Software Development Engineer,"Seattle, WA",No,> 5000,"104,000",1.5,"E-commerce, cloud computing ",,"Yes, ~30,000"
12/7/2020 0:17:30,Senior Frontend Engineer,"Copenhagen, Denmark",No,51 - 500,160000 USD/year,10,Banking,I am a consultant,No
12/7/2020 0:18:00,Software engineer,"Seattle, WA",No,> 5000,120000,1,Technology,,"160000 RSU, 100k initial sign-on bonus"
12/7/2020 0:24:16,Engineer,Washington,No,> 5000,190,15,Tech,,Yes
12/7/2020 0:25:56,"Staff Engineer, Technical Lead","New York, NY",Yes,51 - 500,"156,000.00",12,Media,Not-for-profit employer,No
12/7/2020 0:26:42,Associate Cloud Architect,"Austin, TX",Yes,> 5000,"92,000",0,Cloud computing,"No CS degree, attended bootcamp (Lambda) ","Bonus $26,000"
12/7/2020 0:29:08,Software Engineer,Indianapolis,No,> 5000,77000,6,Communications,,8000
12/7/2020 0:33:55,A/V Installation and Integration Technician,"Marshalltown, IA",No,51 - 500,"$40,000",10,Audio / Video,,Yes
12/7/2020 0:36:51,Senior Apple Developer,"Tampico, Mexico",Yes,1001 - 5000,84000,10,VPN,Not a US citizen,"15% discount on stock biyearly, thirteenth salary"
12/7/2020 0:40:00,Lead Product Designer,San Francisco,No,51 - 500,175000,7,Healthcare,,"0.1% in stock at the time of hire, no bonus"
12/7/2020 0:46:01,Senior Developer Advocate,"Seattle, WA",Yes,51 - 500,"$205,000",3,Frameworks/infrastructure,I have a research background (5+ years) that it closely related to my role. ,"Options, but the company isn't public"
12/7/2020 0:46:38,"Software Engineer, Front End","Kirkland, WA",No,> 5000,"130,000",4,Software/Search/Ads,"Stock, salary, bonus, and on call pay are a huge part of big company salaries. I just got promoted (salary up) but don't know my stock etc changes yet",70000
12/7/2020 0:52:35,Security Engineer ,"Austin, TX",Yes,> 5000,140000,6,Financial Services ,,5-10% bonus
12/7/2020 0:58:51,Software Development Manager,Seattle WA,No,> 5000,"203,000",9,Retail,,RSUs included in comp number above
12/7/2020 1:00:05,Network analyst,"Dallas, TX",No,> 5000,73800,3.5,IT,,Stocks
12/7/2020 1:02:07,Business Development Director,"London, UK",Yes,> 5000,140000,8,Fintech,,240000
12/7/2020 1:04:43,Frontend Developer,"Mumbai,India",Yes,11- 50,1800000INR,5,App Development,No,No
12/7/2020 1:07:55,Senior Application Developer,"Charlotte, NC",No,> 5000,120000,5,Financial,,10000
12/7/2020 1:08:47,Software Engineer ,"Seattle, WA",No,51 - 500,"$145,000",5,Education,,None
12/7/2020 1:14:57,Software Engineer 1,"Redmond, WA",No,> 5000,"119,000",0,Tech,,"130,000 stocks over 3.5 years, 50,000 signing bonus"
12/7/2020 1:15:47,Engineer,"San Francisco, CA",No,11- 50,165000,20,City government,,
12/7/2020 1:21:25,Software Engineer,Nairobi,Yes,11- 50,36000,5,IT,,Yes.
12/7/2020 1:22:04,QA Principal ,"Boise, ID",Yes,51 - 500,"105,000.00",15,Design SaaS ,"Female, Latinx ",
12/7/2020 1:27:43,Marketing Associate,"San Francisco, CA",No,11- 50,"65,000",1,Fintech,,stock and bonus
12/7/2020 1:39:54,Principal Software Engineering Manager,Seattle Washington,No,> 5000,"240,000",13,Technology,,"$320,000"
12/7/2020 1:42:31,CTO,"SLC, UT",No,51 - 500,215000,15,Cloud computing,,
12/7/2020 1:54:52,Analytics Senior Manager,San Francisco ca ,No,501 - 1000,230,10,Adtech,,30
12/7/2020 1:55:14,Associate Manager,"Hyderabad, Telangana",No,> 5000,150000,9,Solutions adn Services,"Currency is Rupee, please convert accordingly",
12/7/2020 1:57:42,UI Designer,London,No,51 - 500,£32000,4,Brand consultancy,,0
12/7/2020 2:04:28,Technical Lead,Mumbai (India),Yes,11- 50,"41,000 USD / year",5,Marketing,,
12/7/2020 2:11:44,Software engineer ,San Francisco ,No,51 - 500,125000,2.5,Automotive/remote sensing ,,~20k per year
